"Name","mmax","Mmax","z","dL (Mpc)"
"SDSS-II SN 21152","20.79","-20.3559","0.359687","1976.55"
"SDSS-II SN 19751","20.78","-21.4858","0.592948","3583.09"
"SN2007mb","20.57","-19.13","0.189,0.165,0.193,0.194","949.7"
"SDSS-II SN 16085","21.28","-18.8038","0.224285","1149.99"
"SDSS-II SN 13962","20.73","-20.402","0.357473","1962.35"
"SDSS-II SN 17421","21.93","-18.6371","0.278103","1467.92"
"SDSS-II SN 8327","22.17","-19.9","0.54","3200"
"SN2005gy","21.09","-19.44","0.273","1437"
"SDSS-II SN 5747","21.99","-19.79","0.476,0.397,0.469,0.489","2752"
"SDSS-II SN 19593","22.07","-19.1725","0.307,0.375455","2078.33"
"SN2005ef","19.4","-19.05","0.108","516.1"
"PSc190062","22.16","-18.5396","0.29498","1570.58"
"SDSS-II SN 16220","20.68","-20.16","0.314,0.154,0.142","1688"
"SDSS-II SN 3572","21.51","-20.0596","0.434285","2467.39"
"SDSS-II SN 16219","20.63","-19.7759","0.258864","1352.59"
"SN2007nr","20.94","-18.15","0.144,0.14,0.14","704.1"
"SDSS-II SN 1650","21.59","-19.1799","0.304341","1628.11"
"SDSS-II SN 15343","20.52","-19.0061","0.174876","871.406"
"SDSS-II SN 9370","21.87","-19.3896","0.378322","2096.95"
"SDSS-II SN 14753","21.17","-17.785","0.135401","658.535"
"SDSS-II SN 2423","20.82","-18.8758","0.188652","947.751"
"SDSS-II SN 4690","20.81","-19.0151","0.199854","1010.6"
"SDSS-II SN 15892","21.05","-18.5909","0.18408","922.298"
"AT2016jie","19.26","-18.3","0.073","341"
"SDSS-II SN 12852","21.32","-19.13","0.264,0.264","1383"
"SN2001in","22.7","-18.4","0.35,0.35","1910"
"SDSS-II SN 7803","21.03","-20.25","0.382,0.184,0.169","2121"
"SN2006he","20.73","-19.25","0.214,0.197,0.245,0.247","1091"
"SDSS-II SN 5144","","","0.222,0.201","1137"
"SDSS-II SN 8297","21.05","-19.32","0.255,0.157","1330"
"PTF11htb","18.9","-17.82","0.0493,0.0493","226.3"
"SN2004in","20.3","-19.04","0.161,0.16,0.161","795.6"
"SDSS-II SN 16768","21.28","-18.169","0.168949","838.882"
"SDSS-II SN 7205","21.54","-19.31","0.315","1694"
"SN1995ap","21.5","-18.6","0.23,0.3,0.3","1180"
"SDSS-II SN 15003","22.13","-20.11","0.587,0.472","3540"
"SN1997ed","21","-18.21","0.152,0.15","747"
"SDSS-II SN 16590","21.18","-19.6049","0.30637","1640.63"
"SDSS-II SN 15226","22.26","-18.3904","0.288597","1531.59"
"SN2006kp","21.05","-20.52","0.434","2465"
"SDSS-II SN 15483","","","0.321,0.348","1732"
"AT2019spl","18.55","-15.2338","0.012862","57.4823"
"SDSS-II SN 15692","20.99","-18.4571","0.168803","838.084"
"SDSS-II SN 7851","21.05","-21.1331","0.571324","3425.78"
"SDSS-II SN 20722","21.14","-19.6077","0.301347","1609.66"
"SN2006jz","20.59","-19.23","0.1994","1008"
"SN2007po","20.89","-19.79","0.292,0.29,0.26","1552"
"SNhunt331","19.5","-17.49","0.0557","256.8"
"SN2006hc","20.64","-19.49","0.229,0.237,0.283,0.217","1177"
"PSc420101","21.88","-19.1208","0.33722","1833.42"
"PSc440040","21.59","-18.972","0.2775","1464.3"
"PSc420258","21.56","-18.9755","0.27423","1444.55"
"SN2001fn","22.9","-16.76","0.186,0.19,0.186","933"
"SN2008bi","15.9","-17.97","0.0134,0.0144,0.0134","59.91"
"SN2006qh","20.53","-18.275","0.1266","612.3"
"SN2005gf","20.71","-19.09","0.198,0.268,0.271","1000"
"SN2007ng","21.57","-19.8218","0.401237,0.4","2247.06"
"SN2005gq","21.28","-19.89","0.364","2004"
"SDSS-II SN 3565","21.41","-19.2495","0.289763","1538.69"
"SN2019yz","15.95","-16.31","0.006388","28.409"
"SN2006tj","22.45","-19.565","0.531,0.5299","3128.9"
"SDSS-II SN 5178","22.02","-19.65","0.455,0.381","2608"
"SDSS-II SN 2651","21.22","-20.29","0.423,0.359","2392"
"SN2006fk","20.66","-18.83","0.172,0.172","855.6"
"SN1955J","17.9","-17.3","0.025","113"
"SDSS-II SN 20643","21.03","-19.5202","0.276022","1455.35"
"SN2001kg","22.7","-17.9","0.28,0.28","1480"
"PSc070003","20.29","-18.6816","0.13641","663.865"
"PS1-12y","","","0.093,0.093","440"
"SDSS-II SN 6831","21.53","-18.4216","0.211453","1076.38"
"SDSS-II SN 15710","21.61","-19.56","0.363,0.368","1998"
"SDSS-II SN 17422","20.96","-18.09","0.141","688.2"
"SDSS-II SN 20314","21.16","-18.7759","0.209985","1068.01"
"SN2006ey","20.47","-18.985","0.1694","841.35"
"SDSS-II SN 8252","20.79","-21.25","0.536,0.437,0.553","3172"
"SN2002K","24","-18.45","0.644,0.64,0.644","3961"
"SN2003ej","16.42","-17.968","0.01697,0.01812","76.076"
"SN2006hd","21.18","-19.74","0.326,0.329","1763"
"SN2015bn","15.69","-22.874","0.1136","544.83"
"SN2007ja","20.28","-17.6445","0.08469,0.085107","400.522"
"SDSS-II SN 17541","","","0.267938","1406.75"
"SN1999fi","24.1","-18.8","0.78,0.78","5000"
"SDSS-II SN 21534","20.42","-18.5095","0.13386","650.406"
"SDSS-II SN 15008","22.18","-19.67","0.493,0.409","2870"
"SDSS-II SN 14760","21.98","-18.91","0.321","1732"
"SDSS-II SN 18961","21.43","-19.7889","0.371537","2052.94"
"SDSS-II SN 17206","20.8","-18.477","0.1564","770.67"
"SDSS-II SN 7802","21.73","-19.6969","0.407556","2288.84"
"SDSS-II SN 18954","21.22","-18.1221","0.161059","795.892"
"SN2001fm","24.4","-18.53","0.801,0.8,0.801","5170"
"SDSS-II SN 3593","22.4","-18.7257","0.35647","1955.92"
"PS1-10afi","22.868","-19","0.5","2900"
"DES17S1aya","25.3","-15.48","0.306","1638"
"SDSS-II SN 14205","20.96","-19.4002","0.253653","1321.67"
"SDSS-II SN 18761","22.29","-18.3116","0.282402","1493.93"
"CSS131214:095921+004404","18.8","-18","0.05","230"
"SN2007pq","21.03","-18.62","0.185,0.201,0.202","927.4"
"SN2005gx","20.26","-19.095","0.146,0.161989","800.941"
"SN2007kp","21.45","-19.18","0.286,0.329","1516"
"SN2006pj","21.14","-19.6549","0.307732","1649.05"
"SDSS-II SN 18312","22.04","-19.63","0.454146","2601.92"
"PS15cms","18.05","-19.3","0.065","302"
"SN2002M","23.4","-17.86","0.379,0.38,0.379","2101"
"SDSS-II SN 1662","22","-17.9013","0.206768","1049.72"
"SN2019zcd","18.47","-20","0.1","480"
"SDSS-II SN 15696","20.99","-18.4866","0.171047","850.372"
"SDSS-II SN 13953","21.38","-19.0567","0.262438","1373.87"
"ESSENCEq060","","","0.1441","704.68"
"SDSS-II SN 14999","20.72","-18.3692","0.143805","703.108"
"SN1999fl","24.9","-16","0.3,0.3","1600"
"SDSS-II SN 8226","21.82","-19.72","0.429,0.507,0.417","2432"
"SDSS-II SN 17845","21.26","-19.8054","0.347039","1895.7"
"SN2005ed","19.19","-18.7663","0.08658,0.086341","406.669"
"SDSS-II SN 19576","22.13","-17.7736","0.206981","1050.93"
"SN2010dy","17.6","-18.8","0.043,0.043","196"
"SN1996au","22.5","-19.5","0.52","3060"
"SDSS-II SN 4079","21.63","-19.59","0.371731","2054.2"
"SDSS-II SN 19578","20.92","-19.6865","0.283019","1497.68"
"SN2006fl","20.1","-19.385","0.1717","853.95"
"SN2007pi","21.34","-19.31","0.288,0.302","1528"
"SDSS-II SN 12922","20.72","-17.3218","0.089742","423.66"
"SDSS-II SN 15699","21.63","-17.4306","0.141973","693.357"
"SDSS-II SN 17851","21.86","-19.2442","0.353082","1934.24"
"SN2013I","17.8","-18.2","0.036,0.035","164"
"SDSS-II SN 15649","20.68","-18.2544","0.134154","651.956"
"SDSS-II SN 15362","","","0.134188","652.135"
"PSc540152","21.83","-19.4673","0.38473","2138.71"
"SDSS-II SN 21875","21.84","-15.41","0.0626","290.1"
"AT2018lji","18.89","-18.8188","0.077194","361.327"
"SN2007mo","20.9","-19.156","0.2215","1133.9"
"SDSS-II SN 772","21.77","-18.1695","0.210315","1069.89"
"SN2020afy","18.54","-19.05","0.0733","342.2"
"SN2003ah","17","-18.8977","0.033867","153.735"
"SDSS-II SN 20658","21.09","-17.1306","0.097288","461.612"
"SN2006kg","19.83","-20.319","0.2309","1188.3"
"SN2006ko","20.73","-20.39","0.356,0.362","1953"
"PS1-10lv","","","0.127,0.127","614.4"
"PTF12ibd","19.8","-18.939","0.1229","592.99"
"AT2014fu","22.2","-14.3","0.045","206"
"SN2007oe","20.79","-19.55","0.251","1306"
"SN2006fj","20.26","-19.4491","0.189776","954.026"
"SDSS-II SN 17539","21.52","-18.3723","0.205939","1045.02"
"SN2007ly","19.77","-17.7549","0.071026","331.046"
"SDSS-II SN 15697","21.51","-17.3","0.127","614.4"
"SN2007tb","21.49","-19.619","0.3539,0.3553","1939.5"
"SN1961A","19","-17.5306","0.045203","206.885"
"SDSS-II SN 4048","21.49","-20.0829","0.434924","2471.69"
"SDSS-II SN 17853","21.08","-16.6834","0.079128","370.871"
"SDSS-II SN 5673","","","0.379939","2107.47"
"SDSS-II SN 15690","21.05","-19.6968","0.301222","1608.89"
"SN2006ns","20.24","-18.4456","0.11998,0.119964","577.734"
"SDSS-II SN 15655","22.15","-17","0.148,0.137","725.5"
"SN2007hw","19.53","-17.6936","0.06198,0.061951","286.929"
"SDSS-II SN 3341","21.9","-19.6531","0.431112","2446.04"
"SDSS-II SN 16089","20.47","-16.754","0.06195","286.92"
"SDSS-II SN 14231","20.86","-18.5","0.162,0.129","801"
"SDSS-II SN 20639","21.56","-18.64","0.236,0.213","1218"
"SDSS-II SN 4676","20.91","-19.368","0.2446","1268.3"
"PSc540284","21.88","-19.2075","0.35046","1917.49"
"SDSS-II SN 13952","20.81","-20.1381","0.32941","1784.2"
"SN2002P","23.22","-19.47","0.719,0.719","4529"
"SDSS-II SN 19309","21.12","-20.8803","0.526355","3103.75"
"SDSS-II SN 8307","20.7","-20.8789","0.43608","2479.48"
"SN2005gb","18.65","-19.3124","0.08656,0.086578","407.851"
"SDSS-II SN 17408","21.45","-18.7883","0.240267","1242.87"
"SN2019tyg","17.81","-18.548","0.04179","190.8"
"SN2007L","15.9","-18.6","0.018,0.018","80.8"
"SN2007mg","20.6","-18.7","0.158,0.177","779.3"
"SDSS-II SN 18324","21.4","-19.0753","0.266984","1401.04"
"SN2005ir","18.34","-19.3126","0.075254","351.778"
"SDSS-II SN 19582","21.81","-19.34","0.361,0.313","1985"
"SDSS-II SN 20319","20.92","-19.9548","0.318863","1718.17"
"SDSS-II SN 8280","21.2","-18.45","0.184833","926.482"
"SN2005ge","20.95","-19.0192","0.206,0.213123","1085.91"
"SDSS-II SN 15909","20.71","-19.31","0.218,0.218,0.216,0.217","1114"
"SN2007se","20.36","-19.17","0.175","872.1"
"SDSS-II SN 3560","21.08","-21.11","0.573,0.463","3438"
"PSc060238","21.89","-19.0053","0.32178","1736.38"
"SN2007pj","21.54","-19.57","0.354,0.354","1940"
"SDSS-II SN 21563","21.85","-20.0474","0.502685","2937.11"
"SDSS-II SN 13958","21.5","-19.2563","0.302507","1616.8"
"PSc580021","21.7","-18.9344","0.28655","1519.13"
"SDSS-II SN 735","21.02","-18.7019","0.190858","960.073"
"SDSS-II SN 20046","21.07","-19.3796","0.263952","1382.91"
"SDSS-II SN 15685","22.2","-19.1046","0.385981","2146.88"
"SN2002at","17.8","-16.943","0.01997,0.01997","89.726"
"AT2020beb","19.23","-19.5169","0.123317","595.165"
"SDSS-II SN 18304","21.28","-19.1257","0.258847","1352.49"
"AT2020cdp","18.38","-18.8814","0.063022","292.108"
"SDSS-II SN 19588","21.78","-18.4805","0.242654","1256.85"
"SDSS-II SN 7811","21.26","-16.598","0.08259","388.01"
"SDSS-II SN 9324","21.21","-20.0482","0.378093","2095.47"
"SDSS-II SN 2437","20.92","-19.4923","0.259608","1357.01"
"SDSS-II SN 17205","20.67","-19.0681","0.192245","967.834"
"SN2005fu","20.58","-19.1452","0.193,0.191139","961.645"
"SDSS-II SN 8236","21.09","-18.6659","0.193779","976.43"
"SDSS-II SN 13689","20.77","-19.58","0.252,0.252,0.323,0.329,0.238","1312"
"SDSS-II SN 18767","22.5","-18.4532","0.330161","1788.92"
"SN2006jd","12.26","-22.2","0.01855,0.018553","79"
"SDSS-II SN 15345","21.55","-19.034","0.2802","1480.6"
"SN2019kvq","18.45","-18.6","0.058","268"
"SDSS-II SN 4682","21.82","-19.5779","0.402323","2254.23"
"SDSS-II SN 5233","21.8","-18.213","0.217327","1109.97"
"SDSS-II SN 3573","21.78","-18.2188","0.21595","1102.08"
"SN1995ax","22.5","-19.85","0.615,0.615,0.615","3745"
"PSc070567","20.05","-19.399","0.16895","838.888"
"ESSENCEp445","22.94","-20.002","0.8059,0.8069","5208.4"
"PSc350152","22.07","-20.538","0.69207","4323.24"
"SN2007rf","21.15","-19.5","0.288,0.242,0.337,0.342,0.288","1528"
"SDSS-II SN 14756","21.37","-18.82","0.235,0.212","1212"
"SN2006hi","20.94","-19.49","0.262,0.697,0.731","1371"
"SDSS-II SN 18301","21.57","-19.3927","0.331565","1797.75"
"PSc200105","22.03","-18.9368","0.33216","1801.5"
"PSc490037","22.05","-19.4606","0.42303","2391.85"
"AT1999gz","20.4","-16.835","0.06227","288.47"
"SN2018fou","19.52","-19","0.09","420"
"SN2007sy","22.5","-17.254","0.1936","975.43"
"SN2006jw","20.88","-19.444","0.2496","1297.7"
"SDSS-II SN 8254","21.2","-18.5","0.189,0.189,0.216,0.217","949.7"
"SDSS-II SN 8264","21.5","-18.7125","0.237519","1226.8"
"SDSS-II SN 20663","21.46","-19.2744","0.299569","1598.73"
"SN2006mu","20.14","-19.006","0.1475","722.83"
"SDSS-II SN 17535","20.37","-18.9525","0.159653","788.268"
"SDSS-II SN 18302","21","-17.4901","0.109857","525.595"
"SDSS-II SN 20316","21.62","-17.9223","0.176147","878.406"
"PSc540147","22.23","-19.1894","0.40619","2279.79"
"SN2019unb","17.65","-19.6","0.064","297"
"SDSS-II SN 5689","20.88","-18.5987","0.171207","851.25"
"SN2007qz","20.4","-20.418","0.3109","1668.7"
"SDSS-II SN 18952","21.05","-19.6566","0.295891","1576.16"
"SN2006sy","20.9","-19.085","0.2146","1094.4"
"SN2006kd","20.16","-18.8104","0.13634","663.495"
"PSc020194","21.57","-18.7193","0.24578","1275.21"
"SN2007sh","19.32","-19.8569","0.149566","733.899"
"SDSS-II SN 19399","20.9","-19.44","0.251,0.273,0.242","1306"
"SDSS-II SN 20313","22.03","-19.0176","0.344305","1878.31"
"SDSS-II SN 19707","21.07","-21.318","0.626504","3830.23"
"SDSS-II SN 14548","20.67","-20.3511","0.34028","1852.78"
"SN2005mk","20.5","-18.6578","0.148293","727.079"
"SDSS-II SN 17849","21.13","-19.9767","0.353462","1936.67"
"SDSS-II SN 18307","22.18","-20.21","0.626,0.495","3826"
"SDSS-II SN 4355","21.08","-20.9261","0.527715","3113.38"
"LSQ11jw","20.9","-14","0.02","90"
"SDSS-II SN 19072","20.54","-18.6988","0.153776","756.52"
"SN2004hz","20.1","-18.98","0.143,0.14,0.143","698.8"
"SN2005hz","19.74","-19.19","0.134","651.1"
"SDSS-II SN 5230","21.62","-19.2773","0.322057","1738.11"
"SDSS-II SN 20476","20.89","-18.5613","0.169122","839.829"
"SDSS-II SN 21413","21.83","-19.8527","0.456731","2619.54"
"SDSS-II SN 9334","21.48","-19.8047","0.382575","2124.64"
"SDSS-II SN 16091","20.8","-19.942","0.3006","1605.1"
"SDSS-II SN 1921","21.5","-21.09","0.687,0.534","4285"
"SDSS-II SN 6197","22.38","-18.06","0.263,0.235","1377"
"SDSS-II SN 5802","20.85","-19.8925","0.300656","1605.41"
"SDSS-II SN 20936","22.28","-18.9798","0.378359","2097.2"
"SDSS-II SN 13013","20.69","-17.74","0.106924","510.579"
"SN2007mw","21.54","-18.94","0.268,0.409","1407"
"SDSS-II SN 6560","21.69","-18.8376","0.273265","1438.74"
"SDSS-II SN 3421","20.61","-19.83","0.263,0.235","1377"
"SDSS-II SN 9109","21.06","-19.5357","0.281658","1489.43"
"SDSS-II SN 1131","21.89","-17.6222","0.17379","865.432"
"SDSS-II SN 14455","21.67","-17.11","0.125,0.117","603.9"
"SN2005kb","17.73","-16.3967","0.01533,0.015054","67.3898"
"SDSS-II SN 20907","21.95","-18.4608","0.259426","1355.93"
"SDSS-II SN 20899","21.83","-17.8217","0.18497","927.244"
"SDSS-II SN 20489","22.39","-18.876","0.379401","2103.97"
"SN2006ol","19.74","-18.9291","0.119078","573.139"
"ESSENCEr317","22.6","-20.14","0.7349,0.3361","4652.1"
"SN2017ghm","18.25","-16.8","0.023","104"
"SN2005fv","19.75","-18.9014","0.11819,0.118129","568.223"
"SN2007qu","21.5","-19.2743","0.304931,0.31","1631.75"
"SDSS-II SN 18054","21.55","-20.0339","0.437059","2486.09"
"PS1-10lw","21.869","-20","0.5","2900"
"AT2018iwg","19.35","-18.0508","0.067138","312.082"
"AT2012is","19.7","-19.36","0.142","693.5"
"AT2013kc","17.9","-20.75","0.118","567.6"
"SN2007rm","21.19","-19.56","0.302,0.3","1614"
"SDSS-II SN 16849","21.26","-18.0719","0.160322","791.894"
"SDSS-II SN 6614","20.99","-18.4621","0.169185","840.173"
"SN2019yc","16.7","-17.379","0.014728","65.9143"
"SDSS-II SN 7644","21.56","-19.253","0.3102","1664.3"
"PSc530585","21.02","-20.4757","0.42022","2373.07"
"SDSS-II SN 15569","21.59","-20.39","0.521","3066"
"SN2005ac","18.2","-19","0.07","330"
"iPTF13dvq","20.2","-18.5","0.12","578"
"SN2001eb","16.3","-17.5","0.013","58.1"
"SDSS-II SN 13554","21.64","-19.33","0.332,0.353,0.307","1800"
"SDSS-II SN 1958","21.82","-19.388","0.3698","2041.7"
"PSc071032","21.13","-19.4829","0.28382","1502.54"
"SN2020chy","20.23","-17","0.05","230"
"MLS180614:170329+005231","19.56","-18","0.08","380"
"SDSS-II SN 13729","21.89","-19.15","0.343,0.123,0.115","1870"
"PTF10con","","","0.033","150"
"SN2005ja","21.26","-19.6","0.32,0.32","1730"
"PS15cze","18.16","-18","0.039","178"
"SDSS-II SN 21697","21.13","-18.0063","0.146873","719.482"
"PSc590002","20.59","-19.2256","0.19901","1005.84"
"SN2007na","21.92","-19.8286","0.470359","2712.89"
"SDSS-II SN 19825","21.69","-19.5973","0.383011","2127.49"
"SN2017eyz","19.8","-19.58","0.164","811.9"
"SN2018efg","18.01","-20.7","0.12","578"
"PSc320441","22.32","-18.8576","0.36478","2009.31"
"GRETA","21.2","-16.7","0.085","400"
"PSc500001","20.83","-19.167","0.2158","1101.2"
"SN2006qi","21.47","-18.5751","0.220452,0.19","1127.91"
"PSc310578","22.47","-19.4213","0.50131","2927.5"
"SN1995aw","21.64","-20","0.4,0.4,0.4","2200"
"SDSS-II SN 15419","21.12","-19.4445","0.277787","1466.01"
"PS17gbv","20.87","-19.23","0.226","1160"
"SDSS-II SN 14554","21.44","-18.8953","0.250867","1305.19"
"SN2005kr","19.96","-18.969","0.1338","650.09"
"SDSS-II SN 15973","20.33","-19.1181","0.168878","838.494"
"SDSS-II SN 11026","21.19","-19.4259","0.284202","1504.86"
"AT2019tqi","19.09","-19.1896","0.099913","474.896"
"SN2002is","21.4","-19","0.26,0.26","1360"
"SDSS-II SN 1302","19.93","-20.67","0.282","1491"
"SN2006pu","20.16","-19.05","0.1518","745.89"
"SN1996ay","23.9","-18.5","0.62","3780"
"SN2005fc","21.47","-19.24","0.297,0.417,0.423","1583"
"SDSS-II SN 17692","22.25","-16.8507","0.144548","707.069"
"SDSS-II SN 16153","22.92","-16.86","0.196,0.179","988.9"
"SN2007uu","22.25","-19.761","0.53,0.5289,0.53","3121.8"
"SDSS-II SN 17482","21.66","-17.2827","0.134653","654.587"
"SDSS-II SN 19629","21.66","-17.2823","0.134631","654.471"
"SN2006oz","19.8","-21.45","0.376","2082"
"PSc060249","22.44","-18.4972","0.32782","1774.21"
"AT2019szm","19.63","-19.2097","0.128565","622.581"
"SDSS-II SN 18468","20.84","-18.0577","0.131963","640.419"
"SN2002gr","21.8","-16.273","0.09102,0.09","430.06"
"PSc540134","22.51","-19.4477","0.51642","3033.56"
"SDSS-II SN 19175","21.64","-19.22","0.317,0.278","1707"
"SN2007rq","21.11","-19.37","0.267","1401"
"SN2006kn","20.59","-18.1001","0.12028,0.120207","578.995"
"SDSS-II SN 13732","21.43","-19.9675","0.402256","2253.79"
"SDSS-II SN 19848","21.28","-19.15","0.262","1371"
"AT2018cxw","17.07","-20.479","0.07181","334.88"
"AT2017gvq","18.2","-16.652","0.020991","94.3852"
"SN2007uv","22.05","-19.368","0.4059,0.4068","2277.9"
"SDSS-II SN 1991","21.36","-19.4909","0.315484","1697.13"
"SDSS-II SN 13193","","","0.252828","1316.78"
"SDSS-II SN 6889","21.62","-17.79","0.166,0.153","822.8"
"SN2016blz","14.57","-19.013","0.01173","52.379"
"SDSS-II SN 13850","21.73","-17.9705","0.189043","949.933"
"SDSS-II SN 20467","21.28","-19.2285","0.27095","1424.82"
"SN2006kv","19.56","-17.4","0.056,0.062","258"
"AT2019qqe","19.89","-18.68","0.114","546.9"
"SN2002iq","21.6","-15.391","0.05575,0.056","257.08"
"SDSS-II SN 4360","21.42","-19.52","0.328","1775"
"SN2006ht","20.53","-18.59","0.146,0.146,0.141","714.8"
"SDSS-II SN 20480","20.97","-18.4637","0.167795","832.573"
"SDSS-II SN 3607","20.57","-17.458","0.089187","420.883"
"PSc310063","20.84","-19.4948","0.25081","1304.85"
"PSc530112","21.77","-19.0741","0.31454","1691.26"
"SDSS-II SN 20830","21.97","-17.386","0.162058","801.316"
"SDSS-II SN 5978","21.46","-19.1277","0.280661","1483.39"
"SDSS-II SN 20388","","","0.178524","891.521"
"SN2002ig","19.52","-18.2","0.077,0.076,0.077","360"
"SDSS-II SN 14551","21.11","-19.2063","0.248754","1292.72"
"SDSS-II SN 15795","22.42","-19.5087","0.509764","2986.74"
"SN2019azc","18.76","-17.2637","0.035873","163.079"
"SDSS-II SN 7663","21.93","-19.9016","0.488121","2835.61"
"SDSS-II SN 17728","22.2","-18.6853","0.320351","1727.46"
"SN2019omi","17.31","-18.7075","0.035771","162.603"
"SN2006ji","20.24","-19.331","0.1784","890.84"
"SDSS-II SN 15210","","","0.125956","608.931"
"SDSS-II SN 13015","","","0.176506","880.385"
"SDSS-II SN 1981","20.35","-16.6836","0.056828","262.254"
"SDSS-II SN 6895","21.3","-18.7153","0.217,0.217546","1111.22"
"PS1-11ai","","","0.092,0.092","435"
"SDSS-II SN 14961","22.14","-19.23","0.397,0.409","2219"
"SDSS-II SN 5803","20.64","-21.9535","0.285,0.687529","4288.68"
"SN2006hj","20.26","-19.84","0.226,0.271,0.273","1160"
"SN2006pm","20.68","-19.11","0.197,0.207,0.209","994.5"
"SN2012fl","20","-17.9","0.086","405"
"SDSS-II SN 16111","21.09","-18.9","0.215,0.195","1097"
"SDSS-II SN 18425","20.9","-17.5756","0.10914","521.92"
"DES14S1aow","23.1","-18.66","0.472","2724"
"SDSS-II SN 17703","20.75","-19.23","0.214","1091"
"SDSS-II SN 20896","21.98","-19.17","0.361,0.361,0.504","1985"
"SN2016dln","19.42","-17","0.05","230"
"SDSS-II SN 15953","21.58","-19.5395","0.355483","1949.6"
"PSc200118","22.49","-19.5087","0.52597","3101.02"
"PSc080646","21.62","-19.2526","0.31855","1716.22"
"PTF11pfm","20","-17.77","0.0795,0.0797","372.7"
"SN2006tc","19.67","-20.292","0.2124,0.21","1081.8"
"SDSS-II SN 15553","20.14","-20.8472","0.335192","1820.61"
"SN2007lv","20.03","-18.623","0.118217","568.678"
"SN2019fie","16.96","-20.7","0.076","355"
"SDSS-II SN 1979","20.43","-20.2071","0.286893","1521.21"
"SDSS-II SN 2545","21.06","-19.1811","0.240564","1244.61"
"SN2006mv","19.75","-19.78","0.175,0.159","872.1"
"SDSS-II SN 5363","21.05","-19.13","0.234,0.211","1206"
"SDSS-II SN 14453","20.25","-20.83","0.349,0.208","1908"
"SN2019gfb","16.29","-19.1506","0.027482","124.168"
"SDSS-II SN 14561","20.04","-19.94","0.214,0.424,0.359","1091"
"SDSS-II SN 4307","20.66","-19.86","0.272,0.272","1431"
"SDSS-II SN 14963","21.9","-13.4","0.026,0.025","117"
"SDSS-II SN 15319","20.75","-20.2029","0.330121","1788.67"
"SDSS-II SN 19424","21.54","-19.6362","0.364553","2007.84"
"SN2016hgm","16.3","-16.4","0.0078","34.7"
"SDSS-II SN 15558","22.09","-18.6917","0.305943","1637.99"
